0
"2025-01-07 09:34:09.931	94.153.18.xxx	N=6542	B=PROO006850	S=00AB74318BF2EFE43502	V=2,3,7,8,22,23,24,31,32,33,36,37,38,39,40"
"2025-01-07 09:34:10.189	94.153.11.xxx	N=6543	B=POAV007177	S=17C3D17D6604FC9FBA8F	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:10.292	45.89.90.xxx	N=6544	B=SADV007440	S=95611D23A58DAA60B469	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:10.658	91.211.12.xxx	N=6545	B=PEOV007148	S=68EB634DF98A92970298	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:10.807	127.0.0.xxx	N=6546	B=PUAV007541	S=088B1D43916AFB4761AC	V=9
"2025-01-07 09:34:10.904	146.120.165.xxx	N=6547	B=MEHI007366	S=4CAEA4B3831A4450999B	V=6,7,9,33"
"2025-01-07 09:34:11.105	89.209.10.xxx	N=6548	B=LAOS007514	S=CD021E1503EE98A183A0	V=7,9,33"
"2025-01-07 09:34:11.147	127.0.0.xxx	N=6549	B=HLIA007342	S=A016DC9EE49FEB90996C	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:11.242	87.244.176.xxx	N=6550	B=MIEP007557	S=C548E1B48741201D901C	V=7
"2025-01-07 09:34:11.470	176.105.198.xxx	N=6551	B=SHOP007159	S=77BFE353484CB4E96643	V=13,14,19,20,21"
2025-01-07 09:34:12.127	127.0.0.xxx	N=6552	B=HLOV007403	S=0BA517971B3A51E16D57	V=37
"2025-01-07 09:34:12.633	188.163.120.xxx	N=6553	B=RALB006795	S=2C4BD2A327983BCA4056	V=5,7,10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:13.155	89.209.240.xxx	N=6554	B=VOBV006905	S=CD6CC034374210DC5A85	V=1,2,3,7,23,37"
"2025-01-07 09:34:13.941	62.80.175.xxx	N=6555	B=TISP006920	S=216ACB0C3D69134597B5	V=1,7,36,39,40"
2025-01-07 09:34:13.960	127.0.0.xxx	N=6556	B=TAMS007377	S=D769BEB49F0082DDFB80	V=7
"2025-01-07 09:34:14.010	192.162.140.xxx	N=6557	B=KRSA007450	S=C27E2E92579163A7D9A1	V=7,9,33,37"
"2025-01-07 09:34:14.171	178.92.57.xxx	N=6558	B=DENV007546	S=D13D45630843B1F7E5C6	V=24,31"
2025-01-07 09:34:14.525	185.42.130.xxx	N=6559	B=STMY007571	S=F3553BD7A8B38221713E	V=37
"2025-01-07 09:34:14.572	176.37.12.xxx	N=6560	B=KULS007182	S=057DCA2FFB14A9FC93D7	V=1,7,13,14,19,20,21"
"2025-01-07 09:34:14.592	62.244.27.xxx	N=6561	B=KOVV007378	S=B3874EA0C0180095A1EB	V=7,37"
"2025-01-07 09:34:14.699	146.158.59.xxx	N=6562	B=YUDM007357	S=2D671F19B0F3B560C4FC	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:14.765	178.136.26.xxx	N=6563	B=DEAI007529	S=E73D77262CC9CF28280A	V=1,2,3,7,8"
"2025-01-07 09:34:14.902	192.162.142.xxx	N=6564	B=TOBA007207	S=CDDDDB3AA5AD011B59B8	V=2,3,6,7,9,13,14,19,20,21,22,33,37,38,40"
2025-01-07 09:34:14.963	127.0.0.xxx	N=6565	B=BEIM007582	S=2F41CDB3DC07310512CD	V=7
"2025-01-07 09:34:15.131	95.109.185.xxx	N=6566	B=MERH006610	S=EAFFFE7F284AA3D1B7F5	V=35,36,37"
2025-01-07 09:34:15.221	213.160.131.xxx	N=6567	B=LUOS007510	S=2FC2FA2AD2F1327C4643	V=7
"2025-01-07 09:34:15.508	185.30.203.xxx	N=6568	B=ISVH006882	S=530938C435B8B9CF91DC	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:15.991	178.133.61.xxx	N=6569	B=LEOV007414	S=3F601168B89FF0AC2FBF	V=1,2,3"
"2025-01-07 09:34:16.312	91.203.143.xxx	N=6570	B=SKOL007146	S=AAA2014CBB5ECCFE83DE	V=1,7,8,10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:16.749	46.211.158.xxx	N=6571	B=ZLRO007364	S=9DD8D3290E5DE0203530	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:16.887	195.16.79.xxx	N=6572	B=ZHIA007111	S=A5690FFD6A1C7CAF6201	V=2,7,22,24,34,36,37"
"2025-01-07 09:34:17.092	188.163.81.xxx	N=6573	B=SAAV007329	S=AE75EE72DF53BE57E798	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:17.173	31.144.84.xxx	N=6574	B=ANLV007464	S=BE548A472042D5F9F38F	V=1,2,3,4,5,6,7,8,9,10,11,12,13,14,15"
"2025-01-07 09:34:17.313	188.163.121.xxx	N=6575	B=MYOI007371	S=D24AB42F4CFF334D1541	V=6,7,9,33"
"2025-01-07 09:34:17.680	80.252.244.xxx	N=6576	B=NANS007513	S=69812DFE81C3467A1E99	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:17.709	62.205.146.xxx	N=6577	B=BEOV007468	S=EC7FEC40FA37951997FE	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:17.905	212.15.157.xxx	N=6578	B=CHAV007595	S=27478B2EBE43717295A9	V=37
"2025-01-07 09:34:18.344	78.25.7.xxx	N=6579	B=NISO007544	S=5538935A8DD66D7BF37D	V=7,37"
"2025-01-07 09:34:18.393	213.109.237.xxx	N=6580	B=TAYO007401	S=4004CD1B5609B0B33A75	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:18.999	77.222.135.xxx	N=6581	B=BEVM007194	S=9BA263AD9657853A5B2E	V=36
"2025-01-07 09:34:19.533	194.104.22.xxx	N=6582	B=SMAP007409	S=A7836C2C1A52E6AFDCB6	V=7,10,11,17,18,23,25,26,27,35,36,37"
"2025-01-07 09:34:19.559	5.248.1.xxx	N=6583	B=VOIV006658	S=42A6A3F21D06BB153A75	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:19.594	178.133.201.xxx	N=6584	B=MOYV007316	S=BD759FE6ACB2FF11634E	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:20.011	188.163.113.xxx	N=6585	B=ARRH006153	S=179A99873C46D84797F6	V=1,2,3,5,7,8,22,23,24,31,32,33,37,39,40"
"2025-01-07 09:34:20.116	195.20.4.xxx	N=6586	B=KOOM007103	S=69FB24A7A449E35C46A9	V=1,2,3,5,7,8,33,38,39,40"
"2025-01-07 09:34:20.265	212.26.136.xxx	N=6587	B=KOOM007352	S=163CE84214C579A93A46	V=7,10,11,17,18,23,25,26,27,35,36,37"
2025-01-07 09:34:20.624	82.117.229.xxx	N=6588	B=LIOV007596	S=1635DD338F5A6E485287	V=35
"2025-01-07 09:34:20.815	37.53.101.xxx	N=6589	B=OHAK007327	S=A6087FF864FA1CF00AAA	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:20.865	31.144.125.xxx	N=6590	B=BOAI007445	S=9D7CE2A959997D6ACDB7	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:20.900	93.171.242.xxx	N=6591	B=SHYS007418	S=C1B3C463DB20C7084976	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:22.474	185.41.248.xxx	N=6592	B=ARMV007448	S=CD2C66C8DB01C441939F	V=13,14,19,20,21"
"2025-01-07 09:34:22.871	176.38.1.xxx	N=6593	B=HAVB007198	S=2B379D36A236E9E7441F	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:23.461	127.0.0.xxx	N=6594	B=YESO007368	S=10CB037EA07E188157C7	V=10,11,17,18,25,26,27,35,36,37"
2025-01-07 09:34:23.764	176.126.61.xxx	N=6595	B=LEKM007608	S=4A0454C5922F2842FD97	V=7
"2025-01-07 09:34:23.907	46.211.168.xxx	N=6596	B=HOOV007485	S=153F5850375780DC1617	V=7,33,37"
"2025-01-07 09:34:23.953	127.0.0.xxx	N=6597	B=RAMO007562	S=C4C92A450D12736D0CF3	V=13,14,19,21"
"2025-01-07 09:34:24.607	176.36.22.xxx	N=6598	B=VOSM007268	S=F4AA8DF3472B9B215311	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:24.836	188.163.9.xxx	N=6599	B=KOIM007617	S=2F64CCC5D8BA7B869B34	V=17
"2025-01-07 09:34:25.041	91.210.248.xxx	N=6600	B=MUMV007153	S=732290825EFA2283A883	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:25.147	176.111.180.xxx	N=6601	B=YEOV007314	S=C9F3A8097580D106ED90	V=7,37"
"2025-01-07 09:34:25.348	31.144.52.xxx	N=6602	B=BAAV007437	S=E29A37339A32E5FCC5B3	V=6,9"
"2025-01-07 09:34:25.535	176.122.119.xxx	N=6603	B=TYVA007616	S=52C0ED21BF215D1085AA	V=35,36,37"
"2025-01-07 09:34:25.693	188.163.41.xxx	N=6604	B=BULI007495	S=FEA5A28F2547E975ED15	V=1,2,3,4,5,7,23,24,35,36,37,40"
"2025-01-07 09:34:26.335	178.133.153.xxx	N=6605	B=SHLM006968	S=1089CEE7F0E48CEDD95D	V=1,2,3,7,10,11,17,18,24,25,26,27,35,36,37"
"2025-01-07 09:34:26.394	127.0.0.xxx	N=6606	B=LUSM007389	S=6F048ABA5F9818952F8E	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:26.562	91.245.124.xxx	N=6607	B=HRBD007556	S=0DDC89A30EA09389B6CB	V=15
"2025-01-07 09:34:26.678	146.120.101.xxx	N=6608	B=HIPA007386	S=F5CC372DC82A24639014	V=1,2,3,7,8,37"
"2025-01-07 09:34:26.853	46.211.83.xxx	N=6609	B=KAOV007511	S=734D081EC415C854E900	V=7,37"
2025-01-07 09:34:26.858	127.0.0.xxx	N=6610	B=NYSM007579	S=E682EF2261B2D7EBFD6B	V=34
"2025-01-07 09:34:27.098	91.231.41.xxx	N=6611	B=BOVM007588	S=9DB422085D7581CD4ECF	V=35,36,37"
2025-01-07 09:34:28.112	176.102.192.xxx	N=6612	B=SHNO007577	S=98BEFCCB99337A47D88F	V=7
2025-01-07 09:34:28.316	127.0.0.xxx	N=6613	B=DUHK007639	S=5B68B8B8044BDB6238FF	V=7
"2025-01-07 09:34:28.445	188.163.9.xxx	N=6614	B=HRAH007265	S=DFA10F7D37F80DB4B068	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:28.904	85.114.205.xxx	N=6615	B=YEKO006935	S=70357C236501A929CD42	V=5,7,10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:29.255	127.0.0.xxx	N=6616	B=PRIV007229	S=47C5CDB48691E8AE195E	V=1,2,3,5,7,8,22,23,24,37,38,39,40"
"2025-01-07 09:34:29.663	37.57.147.xxx	N=6617	B=PLDS007295	S=3630A78DF1B55B5DB217	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:30.112	95.214.13.xxx	N=6618	B=KOSM007254	S=093E115181372F84207B	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:30.238	195.211.85.xxx	N=6619	B=KURV007463	S=716032EE94B57920F6EB	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:30.327	188.190.72.xxx	N=6620	B=TSTY006877	S=438D1DAC11CEA91B5A63	V=13,14,19,20,21"
2025-01-07 09:34:30.420	46.133.180.xxx	N=6621	B=BOZH007570	S=3D908D96630DADC01C87	V=37
"2025-01-07 09:34:30.658	194.44.90.xxx	N=6622	B=MURA007430	S=4A3C91A9E0F18ECE9C78	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:30.729	188.163.40.xxx	N=6623	B=ARAM007606	S=EC2935D8451C1CF1E28A	V=22
"2025-01-07 09:34:31.418	195.138.161.xxx	N=6624	B=LUSS007482	S=530264C9EAD50C14D926	V=13,14,19,20,21,30,31,32,33,34,35,36,37,38,39"
"2025-01-07 09:34:31.534	176.37.181.xxx	N=6625	B=ARTV007209	S=7C5BA6667B9802F6E66D	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:31.957	127.0.0.xxx	N=6626	B=LIYV007031	S=FAD0E7FB5DC4FB069D14	V=4,8,10,12,15,18,23,26,27,31,34,35,38,39"
2025-01-07 09:34:31.976	83.170.227.xxx	N=6627	B=KRAO007638	S=70B3E46D267D00D24C62	V=33
"2025-01-07 09:34:32.127	217.196.163.xxx	N=6628	B=PLLP006958	S=FDE541A7F9BD75EC5778	V=10,11,17,18,25,26,27,35,36,37"
2025-01-07 09:34:32.477	192.162.33.xxx	N=6629	B=ROSM007646	S=CF7B2829127B23CCE736	V=7
"2025-01-07 09:34:32.585	91.245.77.xxx	N=6630	B=KOOI007290	S=61D9A7A64043DC0F71F6	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:32.954	5.59.198.xxx	N=6631	B=PAPS007628	S=775AC7D36909FF24A081	V=15,16"
"2025-01-07 09:34:33.361	52.232.117.xxx	N=6632	B=POYD007480	S=102BD93EE897296EB71D	V=1,2,3,7,8,22,23,24,31,32,33,35,36,37,38"
"2025-01-07 09:34:33.597	92.244.102.xxx	N=6633	B=HAVY007524	S=01547DD3EB20A9AE3A12	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:33.811	89.209.192.xxx	N=6634	B=HUKA007452	S=C2BA2CFCCF4605256176	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:33.974	45.132.93.xxx	N=6635	B=SUMM007252	S=7E0F0AF64298D5EDC90F	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:34.022	185.185.252.xxx	N=6636	B=DZII007613	S=5BE71929B1A847325E02	V=17,35,36,37"
"2025-01-07 09:34:34.026	91.214.31.xxx	N=6637	B=KAOM006205	S=3B7FE833E9724CCA75EA	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:34.980	91.222.60.xxx	N=6638	B=MASS006970	S=E7E86DD904F8E895C022	V=13,14,19,20,21"
"2025-01-07 09:34:35.955	176.36.122.xxx	N=6639	B=PEIF007471	S=1F878D95193196E7E5FF	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:36.383	193.19.254.xxx	N=6640	B=RYVV007392	S=05772ADDDF35746E4454	V=7,10,11,15,16,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:37.169	195.34.207.xxx	N=6641	B=HATV007435	S=CEDDBB1EB6AB9831DB9E	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:37.671	178.54.3.xxx	N=6642	B=PUKM007508	S=0BD56A59366C2F43298B	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:37.829	83.142.235.xxx	N=6643	B=NILS007390	S=A8007CCE3561F3D90646	V=2,7,22,24,34,36,37"
"2025-01-07 09:34:37.883	185.209.56.xxx	N=6644	B=ONLM007441	S=57443EE960385F6F161A	V=7,37"
"2025-01-07 09:34:37.907	185.143.147.xxx	N=6645	B=BUPV007575	S=929172252FA430A05784	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:38.279	46.185.67.xxx	N=6646	B=MOVY007405	S=B7ED9868853A00F04504	V=13,14,19,20,21"
2025-01-07 09:34:38.866	178.133.53.xxx	N=6647	B=SAOO007549	S=9D27C6023B3ACB1E82E9	V=9
"2025-01-07 09:34:38.974	109.108.72.xxx	N=6648	B=CHMM007523	S=CD7CFC2BE81ED4BD2CC2	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:39.161	80.91.176.xxx	N=6649	B=PYKK007662	S=74E0BF4A39D301A140A7	V=7
"2025-01-07 09:34:39.276	46.174.162.xxx	N=6650	B=VAOM007141	S=CF717B3D7568918B7B83	V=1,2,3,5,7,8,22,23,24,31,32,37,39,40"
"2025-01-07 09:34:40.014	176.38.186.xxx	N=6651	B=SUVY007569	S=B390224FF96289C1CD9A	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:40.234	45.89.90.xxx	N=6652	B=MAYA007367	S=7C8FD96CA96F65A322ED	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:40.253	130.0.33.xxx	N=6653	B=TSOV007064	S=AD78896DC33429151AB2	V=1,2,3,5,7,8,22,23,24,32,33,37,38,39,40"
"2025-01-07 09:34:40.433	83.142.111.xxx	N=6654	B=MYYO007258	S=F39FCF20F73DBE378228	V=1,3,5,7,22,23,24,31,33,38,39,40"
"2025-01-07 09:34:41.672	46.150.73.xxx	N=6655	B=NUSV007299	S=E64F14653B28D9BC1FA2	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:42.765	46.182.83.xxx	N=6656	B=BRDO006992	S=9DD96351E3F59B2FA99B	V=1,2,3,5,7,8,22,23,24,31,32,33,34,39,40"
"2025-01-07 09:34:43.247	127.0.0.xxx	N=6657	B=ROSV007532	S=562613E65CA2D5DA8677	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:43.475	185.191.178.xxx	N=6658	B=DOIV007462	S=B22A61FD71079930724C	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:43.916	176.111.182.xxx	N=6659	B=PROV007520	S=3F98AF83EAD8CF70B3F6	V=7,10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:44.309	109.227.95.xxx	N=6660	B=BENP007633	S=8B986729A255AF5E8D3E	V=1,2,3,4,5,6,7,8"
"2025-01-07 09:34:44.721	212.90.185.xxx	N=6661	B=OLAS007497	S=DB99CA805911942102A4	V=1,2,3,4,6,7,8,9,10,11,12,13,15,23,24"
"2025-01-07 09:34:45.081	194.44.57.xxx	N=6662	B=LYYI007491	S=A1F8730E80E8E0388013	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:45.445	127.0.0.xxx	N=6663	B=FANY007461	S=ECA97FC37C58FE8392F2	V=13,14,19,20"
"2025-01-07 09:34:45.461	93.127.84.xxx	N=6664	B=KUTM007621	S=B80EADF59FB3935B9E86	V=1,2,3,7,8"
"2025-01-07 09:34:45.484	195.149.108.xxx	N=6665	B=KUVI007660	S=F6B9FD576F41CD76C1C3	V=35,36,37"
"2025-01-07 09:34:46.081	94.232.209.xxx	N=6666	B=AFDY007318	S=7DB4CDF65517259C61F0	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:46.336	78.154.162.xxx	N=6667	B=ANIO007666	S=174D0FAC0842E6E33B6A	V=7
"2025-01-07 09:34:46.348	145.224.94.xxx	N=6668	B=NAPM007142	S=06E06BE07AACD3BF2D64	V=1,2,3,7,8,19,20,35,36,37"
"2025-01-07 09:34:46.471	91.193.131.xxx	N=6669	B=TANO007433	S=4ACA5CFBAD1E41AA7775	V=7,8,37"
"2025-01-07 09:34:46.714	31.144.180.xxx	N=6670	B=SMNM007598	S=9C495EC8192D06F6849E	V=4,7,23,37"
"2025-01-07 09:34:46.768	91.205.206.xxx	N=6671	B=RUVV007393	S=914A7C0FA2DF7AAD1953	V=4,7,23,31"
2025-01-07 09:34:46.775	91.123.154.xxx	N=6672	B=POOY007644	S=721E9E3CED56D13B8255	V=7
"2025-01-07 09:34:46.793	192.162.210.xxx	N=6673	B=SHOV007395	S=241B11ADDF7AF660776A	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:46.824	95.158.48.xxx	N=6674	B=KHOO006167	S=E27840EB788C522AF683	V=25,26,27"
"2025-01-07 09:34:47.116	185.177.188.xxx	N=6675	B=DIOY007391	S=2FB16FC4778D5A256DC6	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:47.659	46.133.8.xxx	N=6676	B=SAOY007478	S=78B8666054FB5B56EB43	V=7,8,11,15,21,22,24,27,31,32,37,40"
"2025-01-07 09:34:47.971	91.196.55.xxx	N=6677	B=TKSV007552	S=41A9330096420B4B2174	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:48.101	46.219.190.xxx	N=6678	B=HROS007446	S=B6441DECFBA543C84FDD	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:48.355	195.123.10.xxx	N=6679	B=NOVS007563	S=C6C2A044B3148CB456E0	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:48.494	91.90.196.xxx	N=6680	B=SUOS007469	S=C75B4617A1FB1F773790	V=1,2,3,5,7,8,22,23,24,31,33,37,38,39,40"
"2025-01-07 09:34:48.826	127.0.0.xxx	N=6681	B=PYIV007550	S=E5046A266BC6EB56764D	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:49.001	46.96.36.xxx	N=6682	B=VENI007460	S=7C98DC68B28FAA318FC7	V=6,7,9,33"
"2025-01-07 09:34:49.214	194.177.25.xxx	N=6683	B=DOOO007545	S=345372A580CBA88D8792	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:49.272	188.163.98.xxx	N=6684	B=HOOD007629	S=024CBD2A92559D6C9ED9	V=13,14,19,20,21"
2025-01-07 09:34:49.351	46.211.78.xxx	N=6685	B=FOMM007612	S=11C27374554D8B3854DC	V=37
"2025-01-07 09:34:49.546	80.91.183.xxx	N=6686	B=POOV007506	S=E0F0DB9EA9B82F3ED156	V=1,2,3,5,7,8,22,23,31,32,33,38,39,40"
"2025-01-07 09:34:49.553	213.108.47.xxx	N=6687	B=DEKV007014	S=2302F892F6D5137604AE	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:50.184	127.0.0.xxx	N=6688	B=BAVH007542	S=5D14C57158BA5A7CA543	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:50.462	93.175.202.xxx	N=6689	B=POAO007147	S=6D0D31454069400E2F84	V=2,7,24,34,36,37"
"2025-01-07 09:34:50.580	194.44.105.xxx	N=6690	B=KONR007574	S=783FF5CB2EE66383A420	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:50.690	178.215.170.xxx	N=6691	B=STHM007477	S=B31AE14236C8D09EA4C7	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:50.882	188.163.112.xxx	N=6692	B=TSZV007396	S=D51C9C4B445B7AB9F8E3	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:51.109	188.163.80.xxx	N=6693	B=TRPP007470	S=13B5A838B99744690420	V=7,8,24"
2025-01-07 09:34:51.157	188.163.76.xxx	N=6694	B=MOIP007694	S=0E08F9ECA0C95FD06342	V=7
"2025-01-07 09:34:51.893	127.0.0.xxx	N=6695	B=PAOY007423	S=9A131CEE6E667102E1BD	V=31,37"
"2025-01-07 09:34:51.962	95.158.29.xxx	N=6696	B=MANP007226	S=81300B214DD1C4DC5AD6	V=1,3,5,22,33,37,40"
"2025-01-07 09:34:53.139	194.60.254.xxx	N=6697	B=KOLV007326	S=A2BC8688A9DCECFB50AF	V=7,10,11,17,18,37"
"2025-01-07 09:34:53.287	176.111.180.xxx	N=6698	B=FAOV007636	S=A3ECF48AF53EEAF3B576	V=23,37"
"2025-01-07 09:34:53.700	31.144.72.xxx	N=6699	B=MAYV007363	S=885F604F96EA0210895E	V=1,7,9,15,33,37"
"2025-01-07 09:34:54.004	31.148.206.xxx	N=6700	B=MUYA007227	S=07BAABF6ADA9FE2DE1B9	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:54.049	176.38.8.xxx	N=6701	B=ISOY007413	S=D558D2E9BCE25629FA9B	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:54.344	5.199.232.xxx	N=6702	B=MAOY007321	S=F5338FF5498367176129	V=7,37"
"2025-01-07 09:34:54.638	46.211.74.xxx	N=6703	B=HUOI007335	S=977BCE209FB0BEEC48C7	V=13,14,19,20,21"
"2025-01-07 09:34:55.014	37.17.244.xxx	N=6704	B=PLOB007350	S=F642F4BA1709690B4CE0	V=1,2,3,5,7,8,24,31,35,36,37,38,39,40"
"2025-01-07 09:34:55.448	45.87.89.xxx	N=6705	B=LEOS007186	S=4A30DA17DFA549C31E5A	V=4,10,11,17,18,23,25,26,27,35,36,37"
"2025-01-07 09:34:55.836	176.105.221.xxx	N=6706	B=SYAL007459	S=043BD40479AB39C96D51	V=10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:56.103	94.153.15.xxx	N=6707	B=HAVV007427	S=F8D1CE5C4159E9A0A8E4	V=1,2,3,5,7,8,22,24,31,32,33,37,38,39,40"
2025-01-07 09:34:56.458	127.0.0.xxx	N=6708	B=OLDV007656	S=2E53A526B3ABAE92CC7C	V=28
"2025-01-07 09:34:57.151	185.95.21.xxx	N=6709	B=OLTI007631	S=4B899D7DB6F0AE495D5E	V=7,34"
"2025-01-07 09:34:57.160	77.222.138.xxx	N=6710	B=RAVV007615	S=5BE0CEC572FFA3FA2D3D	V=7,23,37"
"2025-01-07 09:34:57.345	5.199.232.xxx	N=6711	B=SEDH007531	S=5A949FFCF04638E3CA1E	V=13,14,19,20,21"
"2025-01-07 09:34:57.672	194.44.39.xxx	N=6712	B=YUII007593	S=47ED9F380E22BCDDCE03	V=7,37"
"2025-01-07 09:34:57.717	77.93.39.xxx	N=6713	B=KOSV006991	S=9CFC186294893FEF15E7	V=5,7,22,31,33,37"
"2025-01-07 09:34:57.785	127.0.0.xxx	N=6714	B=KAAO007444	S=AD9B99450B8F0E8E4CEC	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
2025-01-07 09:34:57.805	94.240.145.xxx	N=6715	B=SHYO007711	S=EC9F655697A2FAC4E959	V=7
"2025-01-07 09:34:58.022	188.239.65.xxx	N=6716	B=PAOV007610	S=409CAE1197AB1431ED5D	V=13,14,19,20,21"
"2025-01-07 09:34:58.211	91.214.85.xxx	N=6717	B=KOSO007411	S=5C19ACF8402D159C8983	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:58.470	5.248.76.xxx	N=6718	B=MANV007498	S=CB97F94BB6FA8AB8552B	V=7,10,11,17,18,25,26,27,35,36,37"
"2025-01-07 09:34:59.371	45.152.73.xxx	N=6719	B=KAMO007658	S=3002A6D2226E988A49EC	V=31,36"
"2025-01-07 09:34:59.490	127.0.0.xxx	N=6720	B=MADV007379	S=30E391F0B0D803103714	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:59.695	127.0.0.xxx	N=6721	B=ZOMM006596	S=A4C658955C95ED41D8DD	V=1,2,3,5,7,8,22,23,24,31,32,33,38,39,40"
"2025-01-07 09:34:59.806	89.209.156.xxx	N=6722	B=VOYA007317	S=BE2822791AC158AB1109	V=4,13,14,21,30,31,32,33,34,35,36,37,38,39,40"
